order_number,client_id,price,date,name,birthday,city,discount_rate,year
O293,c57a7ad9-26c4-4be0-b857-7ec1c3ba47c6,392,2023-04-19,Клиент 30,1966-11-10,Рязань,30,2023
O294,e960b580-dfab-4ade-8775-573f51141494,762,2023-01-07,Клиент 69,1997-11-22,Новосибирск,28,2023
O295,3c22aa6b-5f58-4c99-a6b0-6d240b5b6374,504,2023-09-23,Клиент 48,1972-01-26,Новосибирск,28,2023
O296,4201afc1-0ca8-4454-9926-fe79109af705,900,2023-12-12,Клиент 75,1979-04-18,Новосибирск,28,2023
O297,474ffbab-5bed-4667-951c-c7d09e1b0acf,26,2023-02-10,Клиент 57,1986-12-20,Новосибирск,28,2023
O298,bee0c8d2-efd5-4d39-a5ac-49b65888bb43,180,2023-10-24,Клиент 85,1971-02-22,Санкт-Петербург,37,2023
O299,1b6bce7c-8a6d-474d-853c-dcdc73191cce,743,2023-07-06,Клиент 78,1995-01-05,Санкт-Петербург,37,2023
O300,ddb826b1-a18c-4a95-ad54-fd2c779d5df3,262,2023-05-19,Клиент 12,1997-09-23,Москва,36,2023
O301,7ff29597-ea8a-4d1e-b775-4f459e2f2ad9,986,2023-04-11,Клиент 47,1960-03-08,Рязань,30,2023
O302,1d35f8c6-40b9-4e0c-9355-4150182a3991,316,2023-10-18,Клиент 33,2004-05-05,Омск,41,2023
O303,62c7bb24-ebc3-4de0-b965-2e0ca78ae3fd,541,2023-04-15,Клиент 40,1969-09-10,Новосибирск,28,2023
O304,984b1240-267a-44c1-b8cd-d430a7c75b01,236,2023-11-12,Клиент 72,1997-04-23,Новосибирск,28,2023
O305,b589fbac-5841-4a78-a8c0-d70dc041200d,965,2023-03-12,Клиент 44,2005-08-18,Рязань,30,2023
O306,77aab275-1898-409d-8138-71a760fd60d6,977,2023-09-02,Клиент 53,2009-05-22,Москва,36,2023
O307,4201afc1-0ca8-4454-9926-fe79109af705,890,2023-12-15,Клиент 75,1979-04-18,Новосибирск,28,2023
O308,db935903-dd3e-4960-85d8-9ea5335b6f29,870,2023-10-19,Клиент 95,1995-05-07,Омск,41,2023
O309,3c22aa6b-5f58-4c99-a6b0-6d240b5b6374,651,2023-12-10,Клиент 48,1972-01-26,Новосибирск,28,2023
O310,7e02d3e9-24c5-4c6a-aeb0-2d27cd681d7c,896,2023-03-10,Клиент 42,1975-09-23,Санкт-Петербург,37,2023
O311,12f1803f-28d6-40d2-bb08-443fcf71a6bd,160,2023-09-14,Клиент 59,1976-08-24,Москва,36,2023
O312,1751f1a2-7c0f-40d1-ac31-31e49122f7be,126,2023-07-13,Клиент 91,1951-03-03,Рязань,30,2023
O313,206e5437-09af-4235-aa67-85003a57f2f2,170,2023-03-09,Клиент 80,1977-12-02,Рязань,30,2023
O314,12f1803f-28d6-40d2-bb08-443fcf71a6bd,591,2023-10-14,Клиент 59,1976-08-24,Москва,36,2023
O315,1d782e19-845b-4810-8197-f2090722c268,599,2023-03-03,Клиент 93,1979-03-01,Омск,41,2023
O316,4201afc1-0ca8-4454-9926-fe79109af705,807,2023-11-13,Клиент 75,1979-04-18,Новосибирск,28,2023
O317,b589fbac-5841-4a78-a8c0-d70dc041200d,353,2023-09-10,Клиент 44,2005-08-18,Рязань,30,2023
O318,44fa35b5-c799-463e-bcb4-a460ae4c3290,422,2023-03-18,Клиент 70,1989-09-15,Омск,41,2023
O319,ad84dff0-e508-418f-a979-f8ab512d7d8b,848,2023-06-14,Клиент 28,1999-07-01,Рязань,30,2023
O320,86f52483-c6ca-4832-9adb-d838c21bf8ca,210,2023-07-15,Клиент 46,2010-06-20,Омск,41,2023
O321,bc8ed658-2b87-4abf-832e-f047088492bd,764,2023-08-22,Клиент 45,1982-08-10,Омск,41,2023
O322,3fb4e004-de74-4ce3-9180-90e1788f7dfb,727,2023-12-20,Клиент 22,1996-07-09,Москва,36,2023
O323,1d35f8c6-40b9-4e0c-9355-4150182a3991,256,2023-05-25,Клиент 33,2004-05-05,Омск,41,2023
O324,44fa35b5-c799-463e-bcb4-a460ae4c3290,501,2023-04-27,Клиент 70,1989-09-15,Омск,41,2023
O325,655155c0-6c6d-476c-9de0-c29b2c6917d5,495,2023-05-18,Клиент 88,1962-04-18,Москва,36,2023
O326,216d9c79-b849-4826-ba8f-9711ba0fcefa,272,2023-05-01,Клиент 31,1955-06-22,Рязань,30,2023
O327,655155c0-6c6d-476c-9de0-c29b2c6917d5,524,2023-05-31,Клиент 88,1962-04-18,Москва,36,2023
O328,575eab93-45c1-4327-b57b-ad359da78ac5,457,2023-10-29,Клиент 55,1959-10-09,Рязань,30,2023
O329,5d45cdf1-4e3b-443b-8495-ca498ed8bc3c,85,2023-12-14,Клиент 17,2003-07-24,Омск,41,2023
O330,12f1803f-28d6-40d2-bb08-443fcf71a6bd,940,2023-04-13,Клиент 59,1976-08-24,Москва,36,2023
O331,1751f1a2-7c0f-40d1-ac31-31e49122f7be,225,2023-07-01,Клиент 91,1951-03-03,Рязань,30,2023
O332,2dda0e1a-69fc-4894-ae3e-83e4081526ac,603,2023-10-19,Клиент 23,1983-10-22,Новосибирск,28,2023
O333,c57a7ad9-26c4-4be0-b857-7ec1c3ba47c6,306,2023-03-07,Клиент 30,1966-11-10,Рязань,30,2023
O334,4e1fd602-c679-438f-b2c5-b359d7d1e58b,27,2023-05-17,Клиент 41,2000-12-06,Рязань,30,2023
O335,e960b580-dfab-4ade-8775-573f51141494,802,2023-05-18,Клиент 69,1997-11-22,Новосибирск,28,2023
O336,dcade44c-a70a-4da4-8d8c-55d8417d12bf,899,2023-05-09,Клиент 92,1959-12-15,Москва,36,2023
O337,f1e1214f-eeb9-4e31-84ef-64802d6a7c78,892,2023-03-09,Клиент 96,1952-12-13,Рязань,30,2023
O338,40b78282-b558-486c-b0d3-0d6ff84dc360,535,2023-07-25,Клиент 81,1999-03-22,Москва,36,2023
O339,474ffbab-5bed-4667-951c-c7d09e1b0acf,26,2023-06-03,Клиент 57,1986-12-20,Новосибирск,28,2023
O340,fda8a72b-0d3e-4a40-85c6-9137d7d86ba0,33,2023-07-30,Клиент 1,1980-11-18,Новосибирск,28,2023
O341,b2772ad1-2a59-4be3-bd10-d92e9c2b39ab,795,2023-02-06,Клиент 84,1978-11-09,Рязань,30,2023
O342,bc8ed658-2b87-4abf-832e-f047088492bd,103,2023-09-26,Клиент 45,1982-08-10,Омск,41,2023
O343,5cfd7dd7-44f3-45ac-9dbe-9519450b107f,134,2023-02-14,Клиент 43,1960-07-06,Рязань,30,2023
O344,72634e02-e4ec-46f4-a542-7c8712f219f8,204,2023-04-07,Клиент 18,1966-05-25,Санкт-Петербург,37,2023
O345,2dda0e1a-69fc-4894-ae3e-83e4081526ac,91,2023-12-10,Клиент 23,1983-10-22,Новосибирск,28,2023
O346,984b1240-267a-44c1-b8cd-d430a7c75b01,467,2023-04-24,Клиент 72,1997-04-23,Новосибирск,28,2023
O347,86f52483-c6ca-4832-9adb-d838c21bf8ca,225,2023-09-18,Клиент 46,2010-06-20,Омск,41,2023
O348,5d45cdf1-4e3b-443b-8495-ca498ed8bc3c,63,2023-08-12,Клиент 17,2003-07-24,Омск,41,2023
O349,7ac66cf7-d489-45a7-bf92-2d8d0eccf9cf,55,2023-07-31,Клиент 39,1961-05-21,Санкт-Петербург,37,2023
O350,44fa35b5-c799-463e-bcb4-a460ae4c3290,222,2023-11-16,Клиент 70,1989-09-15,Омск,41,2023
O351,cad18e62-8520-4e08-99d9-73aa46dcf71a,54,2023-05-31,Клиент 77,1975-05-07,Москва,36,2023
O352,d4fe3772-7d19-40a0-a868-ee003cceeaf4,243,2023-07-15,Клиент 74,1973-01-03,Новосибирск,28,2023
O353,66323dee-d8fc-4b07-a07e-93dc31a3425c,903,2023-03-25,Клиент 14,1989-11-30,Новосибирск,28,2023
O354,4512f211-9c1b-4b27-b4b4-5df451cc6066,812,2023-10-30,Клиент 9,2008-08-02,Санкт-Петербург,37,2023
O355,7ac66cf7-d489-45a7-bf92-2d8d0eccf9cf,408,2023-07-28,Клиент 39,1961-05-21,Санкт-Петербург,37,2023
O356,815fbf47-4a93-4bd1-8165-4d59a9945990,674,2023-04-12,Клиент 50,1995-01-25,Новосибирск,28,2023
O357,f1e1214f-eeb9-4e31-84ef-64802d6a7c78,411,2023-08-15,Клиент 96,1952-12-13,Рязань,30,2023
O358,b1113844-4bb7-4866-8917-794fa4d2fbcf,881,2023-03-30,Клиент 76,1991-12-14,Новосибирск,28,2023
O359,cb49a63e-2fc8-49df-a08d-c34adc4a6da4,921,2023-05-08,Клиент 89,1960-07-07,Москва,36,2023
O360,a4e6cd52-023f-4994-b6c2-d889aea4dd34,728,2023-09-02,Клиент 10,1955-10-03,Новосибирск,28,2023
O361,ddb826b1-a18c-4a95-ad54-fd2c779d5df3,902,2023-03-30,Клиент 12,1997-09-23,Москва,36,2023
O362,62612b69-051a-4e9c-9570-5b0aea82bb2d,629,2023-07-01,Клиент 64,1959-03-29,Новосибирск,28,2023
O363,40b78282-b558-486c-b0d3-0d6ff84dc360,545,2023-12-05,Клиент 81,1999-03-22,Москва,36,2023
O364,bc6cd679-a1c3-4002-89f0-9d3f77725b1b,501,2023-01-08,Клиент 34,1954-12-26,Новосибирск,28,2023
O365,b5d19d0e-b107-44bf-885f-9161dff0d01a,206,2023-09-20,Клиент 58,1987-01-12,Москва,36,2023
O366,5cfd7dd7-44f3-45ac-9dbe-9519450b107f,28,2023-03-13,Клиент 43,1960-07-06,Рязань,30,2023
O367,44fa35b5-c799-463e-bcb4-a460ae4c3290,269,2023-09-30,Клиент 70,1989-09-15,Омск,41,2023
O368,eb993948-9104-4f2e-bec1-d02ad867f8ad,492,2023-06-14,Клиент 87,1967-04-20,Омск,41,2023
O369,44fa35b5-c799-463e-bcb4-a460ae4c3290,304,2023-01-17,Клиент 70,1989-09-15,Омск,41,2023
O370,eb993948-9104-4f2e-bec1-d02ad867f8ad,232,2023-06-08,Клиент 87,1967-04-20,Омск,41,2023
O371,77ba80e0-24ae-4de7-9e35-39c34f58dbaa,914,2023-12-07,Клиент 3,1984-11-10,Москва,36,2023
O372,b88d78ab-90f2-4401-bd9d-6f57a8eca5c3,637,2023-01-31,Клиент 19,1976-03-08,Москва,36,2023
O373,384f440d-bd59-4c27-8e2a-0bad07d0a670,691,2023-10-08,Клиент 73,1952-04-02,Омск,41,2023
O374,32e1dae0-1c94-467c-8100-cf614abaa656,467,2023-01-18,Клиент 82,1990-08-20,Санкт-Петербург,37,2023
O375,72634e02-e4ec-46f4-a542-7c8712f219f8,375,2023-09-04,Клиент 18,1966-05-25,Санкт-Петербург,37,2023
O376,655155c0-6c6d-476c-9de0-c29b2c6917d5,769,2023-01-10,Клиент 88,1962-04-18,Москва,36,2023
O377,cfd9538b-14c5-4324-b26c-b1c3e05a2a92,202,2023-08-16,Клиент 15,2005-01-02,Рязань,30,2023
O378,3c22aa6b-5f58-4c99-a6b0-6d240b5b6374,885,2023-02-23,Клиент 48,1972-01-26,Новосибирск,28,2023
O379,7ac66cf7-d489-45a7-bf92-2d8d0eccf9cf,105,2023-03-30,Клиент 39,1961-05-21,Санкт-Петербург,37,2023
O380,f1e1214f-eeb9-4e31-84ef-64802d6a7c78,960,2023-12-10,Клиент 96,1952-12-13,Рязань,30,2023
O381,206e5437-09af-4235-aa67-85003a57f2f2,514,2023-07-04,Клиент 80,1977-12-02,Рязань,30,2023
O382,926c400e-e774-4e19-972b-c35c5e3cbfb0,983,2023-06-20,Клиент 49,1979-03-18,Москва,36,2023
O383,b16a7054-5b4b-4adb-83af-ad6dd132c28f,234,2023-03-18,Клиент 52,1973-01-19,Рязань,30,2023
O384,f54c11c1-a696-4c45-9ffa-9a2c1e702cb3,923,2023-12-16,Клиент 0,1991-02-04,Новосибирск,28,2023
O385,a216b9bf-45d6-4c67-a1c8-bf5688a8a6fc,193,2023-02-27,Клиент 26,1976-05-10,Рязань,30,2023
O386,cf8abd58-0113-409a-b3ec-579cef6e046d,652,2023-07-30,Клиент 11,2010-04-11,Рязань,30,2023
O387,8980b13b-efe6-42ed-9fc8-53a7ab626a91,44,2023-01-24,Клиент 86,1980-01-13,Москва,36,2023
O388,bee0c8d2-efd5-4d39-a5ac-49b65888bb43,212,2023-07-25,Клиент 85,1971-02-22,Санкт-Петербург,37,2023
O389,2dda0e1a-69fc-4894-ae3e-83e4081526ac,727,2023-05-19,Клиент 23,1983-10-22,Новосибирск,28,2023
O390,226c4242-cb78-4f14-a0b3-e3d47f971e65,815,2023-05-25,Клиент 90,1987-08-01,Омск,41,2023
O391,ad84dff0-e508-418f-a979-f8ab512d7d8b,376,2023-07-09,Клиент 28,1999-07-01,Рязань,30,2023
O392,77aab275-1898-409d-8138-71a760fd60d6,745,2023-07-30,Клиент 53,2009-05-22,Москва,36,2023
O393,db935903-dd3e-4960-85d8-9ea5335b6f29,643,2023-10-17,Клиент 95,1995-05-07,Омск,41,2023
O394,3c22aa6b-5f58-4c99-a6b0-6d240b5b6374,938,2023-12-13,Клиент 48,1972-01-26,Новосибирск,28,2023
O395,44fa35b5-c799-463e-bcb4-a460ae4c3290,725,2023-01-19,Клиент 70,1989-09-15,Омск,41,2023
O396,984b1240-267a-44c1-b8cd-d430a7c75b01,162,2023-12-23,Клиент 72,1997-04-23,Новосибирск,28,2023
O397,f54c11c1-a696-4c45-9ffa-9a2c1e702cb3,790,2023-03-01,Клиент 0,1991-02-04,Новосибирск,28,2023
O398,12f1803f-28d6-40d2-bb08-443fcf71a6bd,140,2023-03-07,Клиент 59,1976-08-24,Москва,36,2023
O399,c95a8db2-1ef2-48a7-8357-0eee018d636c,474,2023-11-14,Клиент 6,1962-09-08,Рязань,30,2023
O400,7d794c88-a26e-42a4-95ce-96868208d95a,938,2023-08-26,Клиент 32,1957-05-23,Омск,41,2023
O401,950e0357-06da-4291-83ac-1884b17567cb,462,2023-03-23,Клиент 97,1959-03-25,Москва,36,2023
O402,44fa35b5-c799-463e-bcb4-a460ae4c3290,699,2023-12-11,Клиент 70,1989-09-15,Омск,41,2023
O403,b5d19d0e-b107-44bf-885f-9161dff0d01a,631,2023-10-31,Клиент 58,1987-01-12,Москва,36,2023
O404,2e17807d-f5b8-40d0-86e7-83650f1e676f,133,2023-05-24,Клиент 4,1998-03-20,Новосибирск,28,2023
O405,dcade44c-a70a-4da4-8d8c-55d8417d12bf,491,2023-01-15,Клиент 92,1959-12-15,Москва,36,2023
O406,984b1240-267a-44c1-b8cd-d430a7c75b01,208,2023-11-07,Клиент 72,1997-04-23,Новосибирск,28,2023
O407,bc6cd679-a1c3-4002-89f0-9d3f77725b1b,797,2023-01-25,Клиент 34,1954-12-26,Новосибирск,28,2023
O408,bee0c8d2-efd5-4d39-a5ac-49b65888bb43,79,2023-01-31,Клиент 85,1971-02-22,Санкт-Петербург,37,2023
O409,b2a7a983-fbcc-4c0e-8a73-8ae2fb29990f,379,2023-04-22,Клиент 83,1969-05-08,Санкт-Петербург,37,2023
O410,1d782e19-845b-4810-8197-f2090722c268,692,2023-04-14,Клиент 93,1979-03-01,Омск,41,2023
O411,1b6bce7c-8a6d-474d-853c-dcdc73191cce,131,2023-08-05,Клиент 78,1995-01-05,Санкт-Петербург,37,2023
O412,7d794c88-a26e-42a4-95ce-96868208d95a,644,2023-06-23,Клиент 32,1957-05-23,Омск,41,2023
O413,86f52483-c6ca-4832-9adb-d838c21bf8ca,664,2023-10-24,Клиент 46,2010-06-20,Омск,41,2023
O414,f308f5d4-98c6-4786-9463-8991e21faed4,368,2023-04-02,Клиент 98,1980-05-21,Санкт-Петербург,37,2023
O415,12f1803f-28d6-40d2-bb08-443fcf71a6bd,277,2023-05-15,Клиент 59,1976-08-24,Москва,36,2023
O416,ba596613-2837-4f10-b401-ddc1638ef6c3,618,2023-04-30,Клиент 7,1998-07-30,Рязань,30,2023
O417,b16a7054-5b4b-4adb-83af-ad6dd132c28f,494,2023-12-23,Клиент 52,1973-01-19,Рязань,30,2023
O418,dcade44c-a70a-4da4-8d8c-55d8417d12bf,39,2023-03-28,Клиент 92,1959-12-15,Москва,36,2023
O419,86f52483-c6ca-4832-9adb-d838c21bf8ca,979,2023-05-31,Клиент 46,2010-06-20,Омск,41,2023
O420,50eae8f1-6a18-42d7-b04e-7e1fc5ba2e20,793,2023-06-26,Клиент 71,1995-09-25,Москва,36,2023
O421,950e0357-06da-4291-83ac-1884b17567cb,479,2023-01-22,Клиент 97,1959-03-25,Москва,36,2023
O422,db935903-dd3e-4960-85d8-9ea5335b6f29,630,2023-09-03,Клиент 95,1995-05-07,Омск,41,2023
O423,2dda0e1a-69fc-4894-ae3e-83e4081526ac,899,2023-03-28,Клиент 23,1983-10-22,Новосибирск,28,2023
O424,7ac66cf7-d489-45a7-bf92-2d8d0eccf9cf,465,2023-05-22,Клиент 39,1961-05-21,Санкт-Петербург,37,2023
O425,7d794c88-a26e-42a4-95ce-96868208d95a,117,2023-03-14,Клиент 32,1957-05-23,Омск,41,2023
O426,b88d78ab-90f2-4401-bd9d-6f57a8eca5c3,580,2023-06-18,Клиент 19,1976-03-08,Москва,36,2023
O427,f308f5d4-98c6-4786-9463-8991e21faed4,791,2023-05-27,Клиент 98,1980-05-21,Санкт-Петербург,37,2023
O428,5756bdb5-b700-43e6-8b6c-dfb7e35bf786,557,2023-04-07,Клиент 61,1976-05-13,Омск,41,2023
O429,f1e1214f-eeb9-4e31-84ef-64802d6a7c78,84,2023-07-14,Клиент 96,1952-12-13,Рязань,30,2023
O430,bee0c8d2-efd5-4d39-a5ac-49b65888bb43,478,2023-02-10,Клиент 85,1971-02-22,Санкт-Петербург,37,2023
O431,72634e02-e4ec-46f4-a542-7c8712f219f8,876,2023-04-13,Клиент 18,1966-05-25,Санкт-Петербург,37,2023
O432,206e5437-09af-4235-aa67-85003a57f2f2,400,2023-08-10,Клиент 80,1977-12-02,Рязань,30,2023
O433,cfd9538b-14c5-4324-b26c-b1c3e05a2a92,629,2023-01-15,Клиент 15,2005-01-02,Рязань,30,2023
O434,3c22aa6b-5f58-4c99-a6b0-6d240b5b6374,399,2023-11-01,Клиент 48,1972-01-26,Новосибирск,28,2023
O435,adc33787-36b2-406e-aca0-7bef6436120b,98,2023-02-04,Клиент 27,1960-07-07,Омск,41,2023
O436,4e666f67-ebc4-4d8a-9132-3c183c729ccc,740,2023-01-25,Клиент 24,2006-04-20,Рязань,30,2023
O437,5d45cdf1-4e3b-443b-8495-ca498ed8bc3c,646,2023-04-04,Клиент 17,2003-07-24,Омск,41,2023
O438,bdeaefcc-7ac9-4e32-9de1-05ea68f361f2,442,2023-12-05,Клиент 60,1993-03-10,Санкт-Петербург,37,2023
O439,caa30c78-aa6a-4382-8d21-188952c4083b,854,2023-05-16,Клиент 8,1969-09-06,Новосибирск,28,2023
O440,12f1803f-28d6-40d2-bb08-443fcf71a6bd,921,2023-05-20,Клиент 59,1976-08-24,Москва,36,2023
O441,dc33f6e5-41a4-41f1-9d2a-c80eb625d03f,119,2023-02-21,Клиент 62,1999-10-22,Москва,36,2023
O442,f308f5d4-98c6-4786-9463-8991e21faed4,240,2023-12-14,Клиент 98,1980-05-21,Санкт-Петербург,37,2023
O443,8980b13b-efe6-42ed-9fc8-53a7ab626a91,712,2023-04-17,Клиент 86,1980-01-13,Москва,36,2023
O444,fda8a72b-0d3e-4a40-85c6-9137d7d86ba0,473,2023-11-06,Клиент 1,1980-11-18,Новосибирск,28,2023
O445,1751f1a2-7c0f-40d1-ac31-31e49122f7be,653,2023-08-27,Клиент 91,1951-03-03,Рязань,30,2023
O446,cf8abd58-0113-409a-b3ec-579cef6e046d,972,2023-06-12,Клиент 11,2010-04-11,Рязань,30,2023
O447,b16a7054-5b4b-4adb-83af-ad6dd132c28f,259,2023-01-25,Клиент 52,1973-01-19,Рязань,30,2023
O448,2dda0e1a-69fc-4894-ae3e-83e4081526ac,880,2023-02-03,Клиент 23,1983-10-22,Новосибирск,28,2023
O449,66323dee-d8fc-4b07-a07e-93dc31a3425c,246,2023-02-20,Клиент 14,1989-11-30,Новосибирск,28,2023
O450,2e17807d-f5b8-40d0-86e7-83650f1e676f,505,2023-07-15,Клиент 4,1998-03-20,Новосибирск,28,2023
O451,f308f5d4-98c6-4786-9463-8991e21faed4,925,2023-03-23,Клиент 98,1980-05-21,Санкт-Петербург,37,2023
O452,1cbd1897-fb4d-42b4-be34-42340bacdd12,888,2023-11-22,Клиент 99,1977-04-08,Санкт-Петербург,37,2023
O453,a216b9bf-45d6-4c67-a1c8-bf5688a8a6fc,995,2023-03-29,Клиент 26,1976-05-10,Рязань,30,2023
O454,0fb7f7c5-d239-429b-b402-1bec6aa72b2d,262,2023-07-10,Клиент 5,2009-09-19,Москва,36,2023
O455,62c7bb24-ebc3-4de0-b965-2e0ca78ae3fd,643,2023-07-07,Клиент 40,1969-09-10,Новосибирск,28,2023
O456,44fa35b5-c799-463e-bcb4-a460ae4c3290,308,2023-10-19,Клиент 70,1989-09-15,Омск,41,2023
O457,1cbd1897-fb4d-42b4-be34-42340bacdd12,612,2023-10-27,Клиент 99,1977-04-08,Санкт-Петербург,37,2023
O458,226c4242-cb78-4f14-a0b3-e3d47f971e65,32,2023-05-05,Клиент 90,1987-08-01,Омск,41,2023
O459,50eae8f1-6a18-42d7-b04e-7e1fc5ba2e20,964,2023-01-01,Клиент 71,1995-09-25,Москва,36,2023
O460,62c7bb24-ebc3-4de0-b965-2e0ca78ae3fd,572,2023-05-17,Клиент 40,1969-09-10,Новосибирск,28,2023
O461,b88d78ab-90f2-4401-bd9d-6f57a8eca5c3,85,2023-08-02,Клиент 19,1976-03-08,Москва,36,2023
O462,d84c1eb1-f5e9-41c8-9c8d-4d27c137721c,844,2023-09-19,Клиент 63,1985-04-08,Новосибирск,28,2023
O463,d84c1eb1-f5e9-41c8-9c8d-4d27c137721c,195,2023-03-19,Клиент 63,1985-04-08,Новосибирск,28,2023
O464,1751f1a2-7c0f-40d1-ac31-31e49122f7be,431,2023-11-20,Клиент 91,1951-03-03,Рязань,30,2023
O465,5756bdb5-b700-43e6-8b6c-dfb7e35bf786,396,2023-05-29,Клиент 61,1976-05-13,Омск,41,2023
O466,1b6bce7c-8a6d-474d-853c-dcdc73191cce,780,2023-02-12,Клиент 78,1995-01-05,Санкт-Петербург,37,2023
O467,b5d19d0e-b107-44bf-885f-9161dff0d01a,525,2023-09-03,Клиент 58,1987-01-12,Москва,36,2023
O468,8980b13b-efe6-42ed-9fc8-53a7ab626a91,220,2023-01-17,Клиент 86,1980-01-13,Москва,36,2023
O469,5d45cdf1-4e3b-443b-8495-ca498ed8bc3c,474,2023-08-03,Клиент 17,2003-07-24,Омск,41,2023
O470,66323dee-d8fc-4b07-a07e-93dc31a3425c,685,2023-04-13,Клиент 14,1989-11-30,Новосибирск,28,2023
O471,9ced20f2-f69e-4f4e-8305-249c2eb111cd,780,2023-03-17,Клиент 54,1953-04-03,Санкт-Петербург,37,2023
O472,7e02d3e9-24c5-4c6a-aeb0-2d27cd681d7c,853,2023-11-15,Клиент 42,1975-09-23,Санкт-Петербург,37,2023
O473,eb993948-9104-4f2e-bec1-d02ad867f8ad,872,2023-12-21,Клиент 87,1967-04-20,Омск,41,2023
O474,86f52483-c6ca-4832-9adb-d838c21bf8ca,395,2023-06-03,Клиент 46,2010-06-20,Омск,41,2023
O475,7d794c88-a26e-42a4-95ce-96868208d95a,558,2023-10-30,Клиент 32,1957-05-23,Омск,41,2023
O476,0fb7f7c5-d239-429b-b402-1bec6aa72b2d,967,2023-08-18,Клиент 5,2009-09-19,Москва,36,2023
O477,083b6b64-cfd1-4e6d-b8c9-cfc2b2899da5,22,2023-04-14,Клиент 79,1950-07-24,Рязань,30,2023
O478,384f440d-bd59-4c27-8e2a-0bad07d0a670,718,2023-12-25,Клиент 73,1952-04-02,Омск,41,2023
O479,dc33f6e5-41a4-41f1-9d2a-c80eb625d03f,25,2023-10-02,Клиент 62,1999-10-22,Москва,36,2023
O480,40b78282-b558-486c-b0d3-0d6ff84dc360,326,2023-11-02,Клиент 81,1999-03-22,Москва,36,2023
O481,3f5d2ddb-394a-4dc0-8ee6-6fd757084638,182,2023-10-29,Клиент 35,2007-09-06,Омск,41,2023
O482,d66e24bb-0415-438a-bfdf-5c3d993bb48a,143,2023-10-24,Клиент 29,1966-08-06,Омск,41,2023
O483,6a7f3add-e606-4442-8fb4-e6d0f1fb5096,232,2023-09-01,Клиент 2,2002-02-17,Рязань,30,2023
O484,86f52483-c6ca-4832-9adb-d838c21bf8ca,408,2023-02-09,Клиент 46,2010-06-20,Омск,41,2023
O485,d4fe3772-7d19-40a0-a868-ee003cceeaf4,607,2023-03-31,Клиент 74,1973-01-03,Новосибирск,28,2023
O486,5cfd7dd7-44f3-45ac-9dbe-9519450b107f,737,2023-08-23,Клиент 43,1960-07-06,Рязань,30,2023
O487,adc33787-36b2-406e-aca0-7bef6436120b,946,2023-04-02,Клиент 27,1960-07-07,Омск,41,2023
O488,caa30c78-aa6a-4382-8d21-188952c4083b,327,2023-06-13,Клиент 8,1969-09-06,Новосибирск,28,2023
O489,1cbd1897-fb4d-42b4-be34-42340bacdd12,462,2023-05-22,Клиент 99,1977-04-08,Санкт-Петербург,37,2023
O490,1b6bce7c-8a6d-474d-853c-dcdc73191cce,293,2023-04-28,Клиент 78,1995-01-05,Санкт-Петербург,37,2023
O491,dc33f6e5-41a4-41f1-9d2a-c80eb625d03f,326,2023-03-18,Клиент 62,1999-10-22,Москва,36,2023
O492,3f5d2ddb-394a-4dc0-8ee6-6fd757084638,951,2023-09-21,Клиент 35,2007-09-06,Омск,41,2023
